# time totalContactTime
1063.2000 33570.8000
1064.3000 33590.6000
1065.4000 33610.4000
1066.5000 33630.2000
1067.6000 33650.0000
1068.7000 33669.8000
1069.8000 33689.6000
1070.9000 33709.4000
1072.0000 33729.2000
1073.1000 33749.0000
1074.2000 33768.8000
1075.3000 33788.6000
1076.4000 33808.4000
1077.5000 33828.2000
1078.6000 33848.0000
1079.7000 33867.8000
1080.8000 33887.6000
1081.9000 33907.4000
1083.0000 33927.2000
1084.1000 33947.0000
1085.2000 33966.8000
1086.3000 33986.6000
1087.4000 34006.4000
1088.5000 34026.2000
1089.6000 34046.0000
1090.7000 34065.8000
1091.8000 34085.6000
1092.9000 34105.4000
1094.0000 34125.2000
1095.1000 34145.0000
1096.2000 34164.8000
1097.3000 34184.6000
1098.4000 34204.4000
1099.5000 34224.2000
1100.6000 34244.0000
1101.7000 34261.8000
1102.8000 34276.1000
1103.9000 34290.4000
1105.0000 34304.7000
1106.1000 34319.0000
1107.2000 34333.3000
1108.3000 34347.6000
1109.4000 34361.9000
1110.5000 34376.2000
1111.6000 34390.5000
1112.7000 34404.8000
1113.8000 34419.1000
1114.9000 34433.4000
1116.0000 34447.7000
1117.1000 34462.0000
1118.2000 34476.3000
1119.3000 34490.6000
1120.4000 34504.9000
1121.5000 34519.2000
1122.6000 34533.5000
1123.7000 34547.8000
1124.8000 34562.1000
1125.9000 34576.4000
1127.0000 34590.7000
1128.1000 34605.0000
1129.2000 34619.3000
1130.3000 34633.6000
1131.4000 34647.9000
1132.5000 34662.2000
1133.6000 34676.5000
1134.7000 34690.8000
1135.8000 34705.1000
1136.9000 34719.4000
1138.0000 34733.7000
1139.1000 34748.0000
1140.2000 34762.3000
1141.3000 34776.6000
1142.4000 34790.9000
1143.5000 34805.2000
1144.6000 34819.5000
1145.7000 34833.8000
1146.8000 34848.1000
1147.9000 34862.4000
1149.0000 34876.7000
1150.1000 34891.0000
1151.2000 34905.3000
1152.3000 34919.6000
1153.4000 34933.9000
1154.5000 34948.2000
1155.6000 34962.5000
1156.7000 34976.8000
1157.8000 34991.1000
1158.9000 35005.4000
1160.0000 35019.7000
1161.1000 35034.0000
1162.2000 35048.3000
1163.3000 35062.6000
1164.4000 35076.9000
1165.5000 35091.2000
1166.6000 35105.5000
1167.7000 35119.8000
1168.8000 35134.1000
1169.9000 35148.4000
1171.0000 35162.7000
1172.1000 35177.0000
1173.2000 35191.3000
1174.3000 35205.6000
1175.4000 35219.9000
1176.5000 35234.2000
1177.6000 35248.5000
1178.7000 35262.8000
1179.8000 35277.1000
1180.9000 35291.4000
1182.0000 35305.7000
1183.1000 35320.0000
1184.2000 35334.3000
1185.3000 35348.6000
1186.4000 35362.9000
1187.5000 35377.2000
1188.6000 35391.5000
1189.7000 35405.8000
1190.8000 35420.1000
1191.9000 35434.4000
1193.0000 35448.7000
1194.1000 35463.0000
1195.2000 35477.3000
1196.3000 35491.6000
1197.4000 35505.9000
1198.5000 35520.2000
1199.6000 35534.5000
1200.7000 35548.8000
1201.8000 35559.1000
1202.9000 35564.6000
1204.0000 35570.1000
1205.1000 35575.6000
1206.2000 35581.1000
1207.3000 35586.6000
1208.4000 35592.1000
1209.5000 35597.6000
1210.6000 35603.1000
1211.7000 35608.6000
1212.8000 35614.1000
1213.9000 35619.6000
1215.0000 35625.1000
1216.1000 35630.6000
1217.2000 35636.1000
1218.3000 35641.6000
1219.4000 35647.1000
1220.5000 35652.6000
1221.6000 35658.1000
1222.7000 35663.6000
1223.8000 35669.1000
1224.9000 35674.6000
1226.0000 35680.1000
1227.1000 35685.6000
1228.2000 35691.1000
1229.3000 35696.6000
1230.4000 35702.1000
1231.5000 35707.6000
1232.6000 35713.1000
1233.7000 35718.6000
1234.8000 35724.1000
1235.9000 35729.6000
1237.0000 35735.1000
1238.1000 35740.6000
1239.2000 35746.1000
1240.3000 35751.6000
1241.4000 35757.1000
1242.5000 35762.6000
1243.6000 35768.1000
1244.7000 35773.6000
1245.8000 35779.1000
1246.9000 35784.6000
1248.0000 35790.1000
1249.1000 35795.6000
1250.2000 35801.1000
